GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_white,free_black,total_asian,total_indian
G2101010,1870,Kentucky,210,Henderson,HENDERSON,Henderson,12467,5990,0,0
G2101030,1870,Kentucky,210,Henry,HENRY,Henry,8628,2438,0,0
G2101050,1870,Kentucky,210,Hickman,HICKMAN,Hickman,6818,1635,0,0
G2101070,1870,Kentucky,210,Hopkins,HOPKINS,Hopkins,11958,1869,0,0
G2101090,1870,Kentucky,210,Jackson,JACKSON,Jackson,4496,51,0,0
G2101110,1870,Kentucky,210,Jefferson,JEFFERSON,Jefferson,99806,19146,0,1
G2101130,1870,Kentucky,210,Jessamine,JESSAMINE,Jessamine,5199,3439,0,0
G2101150,1870,Kentucky,210,Johnson,JOHNSON,Johnson,7373,37,0,84
G2101155,1870,Kentucky,210,Josh Bell,JOSH BELL,Josh Bell,3620,111,0,0
G2101170,1870,Kentucky,210,Kenton,KENTON,Kenton,34439,1657,0,0
G2101210,1870,Kentucky,210,Knox,KNOX,Knox,7737,557,0,0
G2101230,1870,Kentucky,210,Larue,LARUE,Larue,7270,965,0,0
G2101250,1870,Kentucky,210,Laurel,LAUREL,Laurel,5872,144,0,0
G2101270,1870,Kentucky,210,Lawrence,LAWRENCE,Lawrence,8376,121,0,0
G2101290,1870,Kentucky,210,Lee,LEE,Lee,2924,131,0,0
G2101330,1870,Kentucky,210,Letcher,LETCHER,Letcher,4479,129,0,0
G2101350,1870,Kentucky,210,Lewis,LEWIS,Lewis,8887,228,0,0
G2101370,1870,Kentucky,210,Lincoln,LINCOLN,Lincoln,7871,3076,0,0
G2101390,1870,Kentucky,210,Livingston,LIVINGSTON,Livingston,7147,1052,0,1
G2101410,1870,Kentucky,210,Logan,LOGAN,Logan,14706,5723,0,0
G2101430,1870,Kentucky,210,Lyon,LYON,Lyon,4814,1419,0,0
G2101450,1870,Kentucky,210,McCracken,MCCRACKEN,Mccracken,10699,3289,0,0
G2101490,1870,Kentucky,210,McLean,MCLEAN,Mclean,6800,814,0,0
G2101510,1870,Kentucky,210,Madison,MADISON,Madison,13271,6272,0,0
G2101530,1870,Kentucky,210,Magoffin,MAGOFFIN,Magoffin,4505,179,0,0
G2101550,1870,Kentucky,210,Marion,MARION,Marion,9495,3343,0,0
G2101570,1870,Kentucky,210,Marshall,MARSHALL,Marshall,9070,385,0,0
G2101610,1870,Kentucky,210,Mason,MASON,Mason,14544,3582,0,0
G2101630,1870,Kentucky,210,Meade,MEADE,Meade,8191,1294,0,0
G2101650,1870,Kentucky,210,Menifee,MENIFEE,Menifee,1970,16,0,0
G2101670,1870,Kentucky,210,Mercer,MERCER,Mercer,9834,3310,0,0
G2101690,1870,Kentucky,210,Metcalfe,METCALFE,Metcalfe,7073,861,0,0
G2101710,1870,Kentucky,210,Monroe,MONROE,Monroe,8442,789,0,0
G2101730,1870,Kentucky,210,Montgomery,MONTGOMERY,Montgomery,4858,2699,0,0
G2101750,1870,Kentucky,210,Morgan,MORGAN,Morgan,5931,44,0,0
G2101770,1870,Kentucky,210,Muhlenberg,MUHLENBERG,Muhlenberg,11005,1633,0,0
G2101790,1870,Kentucky,210,Nelson,NELSON,Nelson,10886,3918,0,0
G2101810,1870,Kentucky,210,Nicholas,NICHOLAS,Nicholas,7885,1244,0,0
G2101830,1870,Kentucky,210,Ohio,OHIO,Ohio,14168,1393,0,0
G2101850,1870,Kentucky,210,Oldham,OLDHAM,Oldham,6217,2810,0,0
G2101870,1870,Kentucky,210,Owen,OWEN,Owen,13133,1176,0,0
G2101890,1870,Kentucky,210,Owsley,OWSLEY,Owsley,3812,75,0,2
G2101910,1870,Kentucky,210,Pendleton,PENDLETON,Pendleton,13389,641,0,0
G2101930,1870,Kentucky,210,Perry,PERRY,Perry,4173,96,0,5
G2101950,1870,Kentucky,210,Pike,PIKE,Pike,9460,102,0,0
G2101970,1870,Kentucky,210,Powell,POWELL,Powell,2360,239,0,0
G2101990,1870,Kentucky,210,Pulaski,PULASKI,Pulaski,16595,1075,0,0
G2102010,1870,Kentucky,210,Robertson,ROBERTSON,Robertson,5142,257,0,0
G2102030,1870,Kentucky,210,Rockcastle,ROCKCASTLE,Rockcastle,6776,369,0,0
G2102050,1870,Kentucky,210,Rowan,ROWAN,Rowan,2959,32,0,0
G2102070,1870,Kentucky,210,Russell,RUSSELL,Russell,5516,293,0,0
G2102090,1870,Kentucky,210,Scott,SCOTT,Scott,7651,3955,0,1
G2102110,1870,Kentucky,210,Shelby,SHELBY,Shelby,10350,5383,0,0
G2102130,1870,Kentucky,210,Simpson,SIMPSON,Simpson,7406,2167,0,0
G2102150,1870,Kentucky,210,Spencer,SPENCER,Spencer,4477,1479,0,0
G2102170,1870,Kentucky,210,Taylor,TAYLOR,Taylor,6376,1850,0,0
G2102190,1870,Kentucky,210,Todd,TODD,Todd,7752,4860,0,0
G2102210,1870,Kentucky,210,Trigg,TRIGG,Trigg,9880,3806,0,0
G2102230,1870,Kentucky,210,Trimble,TRIMBLE,Trimble,5121,456,0,0
G2102250,1870,Kentucky,210,Union,UNION,Union,11066,2574,0,0
G2102270,1870,Kentucky,210,Warren,WARREN,Warren,15375,6367,0,0
G2102290,1870,Kentucky,210,Washington,WASHINGTON,Washington,10354,2110,0,0
G2102310,1870,Kentucky,210,Wayne,WAYNE,Wayne,9927,675,0,0
G2102330,1870,Kentucky,210,Webster,WEBSTER,Webster,9582,1355,0,0
G2102350,1870,Kentucky,210,Whitley,WHITLEY,Whitley,8140,138,0,0
G2102370,1870,Kentucky,210,Wolfe,WOLFE,Wolfe,3575,28,0,0
G2102390,1870,Kentucky,210,Woodford,WOODFORD,Woodford,4415,3825,0,0
G2200050,1870,Louisiana,220,Ascension,ASCENSION,Ascension,4265,7310,2,0
G2200070,1870,Louisiana,220,Assumption,ASSUMPTION,Assumption,6247,6984,0,3
G2200090,1870,Louisiana,220,Avoyelles,AVOYELLES,Avoyelles,6751,6175,0,0
G2200130,1870,Louisiana,220,Bienville,BIENVILLE,Bienville,5589,5047,0,0
G2200150,1870,Louisiana,220,Bossier,BOSSIER,Bossier,3505,9170,0,0
G2200170,1870,Louisiana,220,Caddo,CADDO,Caddo,5913,15799,1,1
G2200190,1870,Louisiana,220,Calcasieu,CALCASIEU,Calcasieu,5171,1457,0,105
G2200210,1870,Louisiana,220,Caldwell,CALDWELL,Caldwell,2596,2224,0,0
G2200230,1870,Louisiana,220,Cameron,CAMERON,Cameron,1249,342,0,0
G2200235,1870,Louisiana,220,Carroll,CARROLL,Carroll,2380,7718,12,0
G2200250,1870,Louisiana,220,Catahoula,CATAHOULA,Catahoula,4381,4083,0,11
G2200270,1870,Louisiana,220,Claiborne,CLAIBORNE,Claiborne,9630,10608,0,2
G2200290,1870,Louisiana,220,Concordia,CONCORDIA,Concordia,720,9257,0,0
G2200310,1870,Louisiana,220,De Soto,DE SOTO,De Soto,5111,9851,0,0
G2200330,1870,Louisiana,220,East Baton Rouge,EAST BATON ROUGE,East Baton Rouge,6471,11343,0,2
G2200370,1870,Louisiana,220,East Feliciana,EAST FELICIANA,East Feliciana,4106,9393,0,0
G2200410,1870,Louisiana,220,Franklin,FRANKLIN,Franklin,2233,2844,0,1
G2200430,1870,Louisiana,220,Grant,GRANT,Grant,2078,2414,0,25
G2200450,1870,Louisiana,220,Iberia,IBERIA,Iberia,4531,4510,1,0
G2200470,1870,Louisiana,220,Iberville,IBERVILLE,Iberville,3669,8675,2,1
G2200490,1870,Louisiana,220,Jackson,JACKSON,Jackson,4203,3443,0,0
G2200510,1870,Louisiana,220,Jefferson,JEFFERSON,Jefferson,6709,11054,4,0
G2200550,1870,Louisiana,220,Lafayette,LAFAYETTE,Lafayette,5631,4755,0,2
G2200570,1870,Louisiana,220,Lafourche,LAFOURCHE,Lafourche,8060,6659,0,0
G2200630,1870,Louisiana,220,Livingston,LIVINGSTON,Livingston,3085,933,0,8
G2200650,1870,Louisiana,220,Madison,MADISON,Madison,936,7663,0,1
G2200670,1870,Louisiana,220,Morehouse,MOREHOUSE,Morehouse,3012,6375,0,0
G2200690,1870,Louisiana,220,Natchitoches,NATCHITOCHES,Natchitoches,7312,10929,19,5
G2200710,1870,Louisiana,220,Orleans,ORLEANS,Orleans,140923,50456,23,16
G2200730,1870,Louisiana,220,Ouachita,OUACHITA,Ouachita,3759,7823,0,0
G2200750,1870,Louisiana,220,Plaquemines,PLAQUEMINES,Plaquemines,3703,6845,0,4
G2200770,1870,Louisiana,220,Pointe Coupee,POINTE COUPEE,Pointe Coupee,3752,9229,0,0
G2200790,1870,Louisiana,220,Rapides,RAPIDES,Rapides,7742,10267,0,6
G2200830,1870,Louisiana,220,Richland,RICHLAND,Richland,2405,2705,0,0
G2200850,1870,Louisiana,220,Sabine,SABINE,Sabine,4592,1847,0,17
G2200870,1870,Louisiana,220,St Bernard,ST BERNARD,St Bernard,1640,1913,0,0
G2200890,1870,Louisiana,220,St Charles,ST CHARLES,St Charles,897,3963,7,0
G2200910,1870,Louisiana,220,St Helena,ST HELENA,St Helena,2509,2914,0,0
G2200930,1870,Louisiana,220,St James,ST JAMES,St James,3275,6877,0,0
G2200950,1870,Louisiana,220,St John The Baptist,ST JOHN THE BAPTIST,St John The Baptist,2715,4044,0,3
G2200970,1870,Louisiana,220,St Landry,ST LANDRY,St Landry,13776,11694,0,83
G2200990,1870,Louisiana,220,St Martin,ST MARTIN,St Martin,4286,5064,0,20
G2201010,1870,Louisiana,220,St Mary,ST MARY,St Mary,4203,9607,0,50
G2201030,1870,Louisiana,220,St Tammany,ST TAMMANY,St Tammany,3411,2175,0,0
G2201050,1870,Louisiana,220,Tangipahoa,TANGIPAHOA,Tangipahoa,4934,2994,0,0
G2201070,1870,Louisiana,220,Tensas,TENSAS,Tensas,1400,11018,0,1
G2201090,1870,Louisiana,220,Terrebonne,TERREBONNE,Terrebonne,6080,6172,0,199
G2201110,1870,Louisiana,220,Union,UNION,Union,7311,4374,0,0
G2201130,1870,Louisiana,220,Vermilion,VERMILION,Vermillion,3480,1047,0,1
G2201170,1870,Louisiana,220,Washington,WASHINGTON,Washington,2391,939,0,0
G2201210,1870,Louisiana,220,West Baton Rouge,WEST BATON ROUGE,West Baton Rouge,1710,3404,0,0
G2201250,1870,Louisiana,220,West Feliciana,WEST FELICIANA,West Feliciana,1583,8915,0,1
G2201270,1870,Louisiana,220,Winn,WINN,Winn,4044,909,0,1
G2300010,1870,Maine,230,Androscoggin,ANDROSCOGGIN,Androscoggin,35826,40,0,0
G2300030,1870,Maine,230,Aroostook,AROOSTOOK,Aroostook,29553,56,0,0
G2300050,1870,Maine,230,Cumberland,CUMBERLAND,Cumberland,81503,517,0,1
G2300070,1870,Maine,230,Franklin,FRANKLIN,Franklin,18796,10,0,1
G2300090,1870,Maine,230,Hancock,HANCOCK,Hancock,36444,49,1,1
G2300110,1870,Maine,230,Kennebec,KENNEBEC,Kennebec,53019,184,0,0
G2300130,1870,Maine,230,Knox,KNOX,Knox,30707,116,0,0
G2300150,1870,Maine,230,Lincoln,LINCOLN,Lincoln,25531,58,0,8
G2300170,1870,Maine,230,Oxford,OXFORD,Oxford,33465,23,0,0
G2300190,1870,Maine,230,Penobscot,PENOBSCOT,Penobscot,74581,108,0,461
G2300210,1870,Maine,230,Piscataquis,PISCATAQUIS,Piscataquis,14328,54,0,21
G2300230,1870,Maine,230,Sagadahoc,SAGADAHOC,Sagadahoc,18693,109,0,1
G2300250,1870,Maine,230,Somerset,SOMERSET,Somerset,34582,24,0,5
G2300270,1870,Maine,230,Waldo,WALDO,Waldo,34493,29,0,0
G2300290,1870,Maine,230,Washington,WASHINGTON,Washington,43188,155,0,0
G2300310,1870,Maine,230,York,YORK,York,60100,74,0,0
G2400010,1870,Maryland,240,Allegany,ALLEGANY,Allegany,37370,1166,0,0
G2400030,1870,Maryland,240,Anne Arundel,ANNE ARUNDEL,Anne Arundel,12725,11732,0,0
G2400050,1870,Maryland,240,Baltimore,BALTIMORE,Baltimore,282818,47921,1,1
G2400090,1870,Maryland,240,Calvert,CALVERT,Calvert,4332,5533,0,0
G2400110,1870,Maryland,240,Caroline,CAROLINE,Caroline,8343,3758,0,0
G2400130,1870,Maryland,240,Carroll,CARROLL,Carroll,26444,2175,0,0
G2400150,1870,Maryland,240,Cecil,CECIL,Cecil,21860,4014,0,0
G2400170,1870,Maryland,240,Charles,CHARLES,Charles,6418,9318,0,2
G2400190,1870,Maryland,240,Dorchester,DORCHESTER,Dorchester,11902,7556,0,0
G2400210,1870,Maryland,240,Frederick,FREDERICK,Frederick,39999,7572,1,0
G2400250,1870,Maryland,240,Harford,HARFORD,Harford,17750,4855,0,0
G2400270,1870,Maryland,240,Howard,HOWARD,Howard,10676,3474,0,0
G2400290,1870,Maryland,240,Kent,KENT,Kent,9370,7732,0,0
G2400310,1870,Maryland,240,Montgomery,MONTGOMERY,Montgomery,13128,7434,0,1
G2400330,1870,Maryland,240,Prince Georges,PRINCE GEORGES,Prince Georges,11358,9780,0,0
G2400350,1870,Maryland,240,Queen Anne's,QUEEN ANNE'S,Queen Anne's,9579,6592,0,0
G2400370,1870,Maryland,240,St Mary's,ST MARY'S,St Mary's,7218,7726,0,0
G2400390,1870,Maryland,240,Somerset,SOMERSET,Somerset,10916,7274,0,0
G2400410,1870,Maryland,240,Talbot,TALBOT,Talbot,9471,6666,0,0
G2400430,1870,Maryland,240,Washington,WASHINGTON,Washington,31874,2838,0,0
G2400450,1870,Maryland,240,Wicomico,WICOMICO,Wicomico,11396,4406,0,0
G2400470,1870,Maryland,240,Worcester,WORCESTER,Worcester,10550,5869,0,0
G2405100,1870,Maryland,240,Baltimore City,BALTIMORE CITY,Baltimore City,,,,
G2500010,1870,Massachusetts,250,Barnstable,BARNSTABLE,Barnstable,32310,460,0,4
G2500030,1870,Massachusetts,250,Berkshire,BERKSHIRE,Berkshire,63427,1322,75,3
G2500050,1870,Massachusetts,250,Bristol,BRISTOL,Bristol,100777,2067,1,41
G2500070,1870,Massachusetts,250,Dukes,DUKES,Dukes,3541,246,0,0
G2500090,1870,Massachusetts,250,Essex,ESSEX,Essex,199800,1038,3,2
G2500110,1870,Massachusetts,250,Franklin,FRANKLIN,Franklin,32543,91,0,1
G2500130,1870,Massachusetts,250,Hampden,HAMPDEN,Hampden,77590,813,0,6
G2500150,1870,Massachusetts,250,Hampshire,HAMPSHIRE,Hampshire,44036,351,1,0
G2500170,1870,Massachusetts,250,Middlesex,MIDDLESEX,Middlesex,272594,1749,3,7
G2500190,1870,Massachusetts,250,Nantucket,NANTUCKET,Nantucket,4038,80,0,5
G2500210,1870,Massachusetts,250,Norfolk,NORFOLK,Norfolk,89068,353,2,20
G2500230,1870,Massachusetts,250,Plymouth,PLYMOUTH,Plymouth,64834,506,1,24
G2500250,1870,Massachusetts,250,Suffolk,SUFFOLK,Suffolk,267048,3735,7,12
G2500270,1870,Massachusetts,250,Worcester,WORCESTER,Worcester,191550,1136,4,26
G2600010,1870,Michigan,260,Alcona,ALCONA,Alcona,696,0,0,0
G2600050,1870,Michigan,260,Allegan,ALLEGAN,Allegan,31668,345,0,92
G2600070,1870,Michigan,260,Alpena,ALPENA,Alpena,2754,2,0,0
G2600090,1870,Michigan,260,Antrim,ANTRIM,Antrim,1920,1,0,64
G2600150,1870,Michigan,260,Barry,BARRY,Barry,22110,89,0,0
G2600170,1870,Michigan,260,Bay,BAY,Bay,15701,116,0,83
G2600190,1870,Michigan,260,Benzie,BENZIE,Benzie,2155,29,0,0
G2600210,1870,Michigan,260,Berrien,BERRIEN,Berrien,34507,596,0,1
G2600230,1870,Michigan,260,Branch,BRANCH,Branch,26173,53,0,0
G2600250,1870,Michigan,260,Calhoun,CALHOUN,Calhoun,35954,560,0,55
G2600270,1870,Michigan,260,Cass,CASS,Cass,19351,1690,0,53
G2600290,1870,Michigan,260,Charlevoix,CHARLEVOIX,Charlevoix,1502,9,0,213
G2600310,1870,Michigan,260,Cheboygan,CHEBOYGAN,Cheboygan,2025,8,0,163
G2600330,1870,Michigan,260,Chippewa,CHIPPEWA,Chippewa,950,5,0,734
G2600350,1870,Michigan,260,Clare,CLARE,Clare,366,0,0,0
G2600370,1870,Michigan,260,Clinton,CLINTON,Clinton,22784,60,0,1
G2600410,1870,Michigan,260,Delta,DELTA,Delta,2523,4,0,15
G2600450,1870,Michigan,260,Eaton,EATON,Eaton,25093,78,0,0
G2600470,1870,Michigan,260,Emmet,EMMET,Emmet,111,0,0,1100
G2600490,1870,Michigan,260,Genesee,GENESEE,Genesee,33779,104,0,17
G2600510,1870,Michigan,260,Gladwin,GLADWIN,Gladwin,,,,
G2600550,1870,Michigan,260,Grand Traverse,GRAND TRAVERSE,Grand Traverse,4427,11,0,5
G2600570,1870,Michigan,260,Gratiot,GRATIOT,Gratiot,11772,32,0,6
G2600590,1870,Michigan,260,Hillsdale,HILLSDALE,Hillsdale,31615,69,0,0
G2600610,1870,Michigan,260,Houghton,HOUGHTON,Houghton,13778,28,0,73
G2600630,1870,Michigan,260,Huron,HURON,Huron,8989,3,0,57
G2600650,1870,Michigan,260,Ingham,INGHAM,Ingham,25109,158,1,0
G2600670,1870,Michigan,260,Ionia,IONIA,Ionia,27627,54,0,0
G2600690,1870,Michigan,260,Iosco,IOSCO,Iosco,3149,9,0,5
G2600730,1870,Michigan,260,Isabella,ISABELLA,Isabella,4095,18,0,0
G2600750,1870,Michigan,260,Jackson,JACKSON,Jackson,35620,423,0,4
G2600770,1870,Michigan,260,Kalamazoo,KALAMAZOO,Kalamazoo,31528,525,0,1
G2600790,1870,Michigan,260,Kalkaska,KALKASKA,Kalkaska,423,0,0,1
G2600810,1870,Michigan,260,Kent,KENT,Kent,50237,157,0,9
G2600830,1870,Michigan,260,Keweenaw,KEWEENAW,Keweenaw,4200,2,0,3
G2600850,1870,Michigan,260,Lake,LAKE,Lake,548,0,0,0
G2600870,1870,Michigan,260,Lapeer,LAPEER,Lapeer,21261,84,0,0
G2600890,1870,Michigan,260,Leelanau,LEELANAU,Leelanau,4047,17,0,512
G2600910,1870,Michigan,260,Lenawee,LENAWEE,Lenawee,45204,389,0,2
G2600930,1870,Michigan,260,Livingston,LIVINGSTON,Livingston,19279,57,0,0
G2600970,1870,Michigan,260,Mackinac,MACKINAC,Mackinac,1406,25,0,285
G2600990,1870,Michigan,260,Macomb,MACOMB,Macomb,27498,118,0,0
G2601010,1870,Michigan,260,Manistee,MANISTEE,Manistee,6060,14,0,0
G2601015,1870,Michigan,260,Manitou,MANITOU,Manitou,891,0,0,0
G2601030,1870,Michigan,260,Marquette,MARQUETTE,Marquette,14900,61,0,72
G2601050,1870,Michigan,260,Mason,MASON,Mason,3023,10,0,230
G2601070,1870,Michigan,260,Mecosta,MECOSTA,Mecosta,5506,127,0,9
G2601090,1870,Michigan,260,Menominee,MENOMINEE,Menominee,1777,9,0,5
G2601110,1870,Michigan,260,Midland,MIDLAND,Midland,3269,14,0,2
G2601130,1870,Michigan,260,Missaukee,MISSAUKEE,Missaukee,130,0,0,0
G2601150,1870,Michigan,260,Monroe,MONROE,Monroe,27405,78,0,0
G2601170,1870,Michigan,260,Montcalm,MONTCALM,Montcalm,13561,68,0,0
G2601190,1870,Michigan,260,Montmorency,MONTMORENCY,Montmorency,,,,
G2601210,1870,Michigan,260,Muskegon,MUSKEGON,Muskegon,14854,40,0,0
G2601230,1870,Michigan,260,Newaygo,NEWAYGO,Newaygo,7159,5,0,130
G2601250,1870,Michigan,260,Oakland,OAKLAND,Oakland,40402,465,0,0
G2601270,1870,Michigan,260,Oceana,OCEANA,Oceana,6616,13,0,593
G2601290,1870,Michigan,260,Ogemaw,OGEMAW,Ogemaw,12,0,0,0
G2601310,1870,Michigan,260,Ontonagon,ONTONAGON,Ontonagon,2813,13,0,19
G2601330,1870,Michigan,260,Osceola,OSCEOLA,Osceola,2076,1,0,16
G2601350,1870,Michigan,260,Oscoda,OSCODA,Oscoda,70,0,0,0
G2601370,1870,Michigan,260,Otsego,OTSEGO,Otsego,,,,
G2601390,1870,Michigan,260,Ottawa,OTTAWA,Ottawa,26541,95,1,14
G2601410,1870,Michigan,260,Presque Isle,PRESQUE ISLE,Presque Isle,354,0,0,1
G2601430,1870,Michigan,260,Roscommon,ROSCOMMON,Roscommon,,,,
G2601450,1870,Michigan,260,Saginaw,SAGINAW,Saginaw,38683,288,0,126
G2601470,1870,Michigan,260,St Clair,ST CLAIR,St Clair,36593,66,0,2
G2601490,1870,Michigan,260,St Joseph,ST JOSEPH,St Joseph,26142,133,0,0
G2601510,1870,Michigan,260,Sanilac,SANILAC,Sanilac,14527,28,0,7
G2601530,1870,Michigan,260,Schoolcraft,SCHOOLCRAFT,Schoolcraft,,,,
G2601550,1870,Michigan,260,Shiawassee,SHIAWASSEE,Shiawassee,20823,35,0,0
G2601570,1870,Michigan,260,Tuscola,TUSCOLA,Tuscola,13704,9,0,1
G2601590,1870,Michigan,260,Van Buren,VAN BUREN,Van Buren,28152,538,0,139
G2601610,1870,Michigan,260,Washtenaw,WASHTENAW,Washtenaw,40307,1125,0,2
G2601630,1870,Michigan,260,Wayne,WAYNE,Wayne,116351,2683,0,4
G2601650,1870,Michigan,260,Wexford,WEXFORD,Wexford,647,3,0,0
G2700010,1870,Minnesota,270,Aitkin,AITKIN,Aitkin,18,0,0,160
G2700030,1870,Minnesota,270,Anoka,ANOKA,Anoka,3925,15,0,0
G2700050,1870,Minnesota,270,Becker,BECKER,Becker,308,0,0,0
G2700070,1870,Minnesota,270,Beltrami,BELTRAMI,Beltrami,80,0,0,0
G2700090,1870,Minnesota,270,Benton,BENTON,Benton,1556,1,0,1
G2700110,1870,Minnesota,270,Big Stone,BIG STONE,Big Stone,24,0,0,0
G2700130,1870,Minnesota,270,Blue Earth,BLUE EARTH,Blue Earth,17282,20,0,0
G2700150,1870,Minnesota,270,Brown,BROWN,Brown,6396,0,0,0
G2700170,1870,Minnesota,270,Carlton,CARLTON,Carlton,274,0,0,12
G2700190,1870,Minnesota,270,Carver,CARVER,Carver,11585,1,0,0
G2700210,1870,Minnesota,270,Cass,CASS,Cass,172,12,0,196
G2700230,1870,Minnesota,270,Chippewa,CHIPPEWA,Chippewa,1433,0,0,34
G2700250,1870,Minnesota,270,Chisago,CHISAGO,Chisago,4309,1,0,48
G2700270,1870,Minnesota,270,Clay,CLAY,Clay,92,0,0,0
G2700330,1870,Minnesota,270,Cottonwood,COTTONWOOD,Cottonwood,534,0,0,0
G2700350,1870,Minnesota,270,Crow Wing,CROW WING,Crow Wing,199,0,0,1
G2700370,1870,Minnesota,270,Dakota,DAKOTA,Dakota,16264,46,0,2
G2700390,1870,Minnesota,270,Dodge,DODGE,Dodge,8593,5,0,0
G2700410,1870,Minnesota,270,Douglas,DOUGLAS,Douglas,4230,0,0,9
G2700430,1870,Minnesota,270,Faribault,FARIBAULT,Faribault,9938,2,0,0
G2700450,1870,Minnesota,270,Fillmore,FILLMORE,Fillmore,24870,17,0,0
G2700470,1870,Minnesota,270,Freeborn,FREEBORN,Freeborn,10571,7,0,0
G2700490,1870,Minnesota,270,Goodhue,GOODHUE,Goodhue,22596,22,0,0
G2700510,1870,Minnesota,270,Grant,GRANT,Grant,321,0,0,19
G2700530,1870,Minnesota,270,Hennepin,HENNEPIN,Hennepin,31329,190,0,47
G2700550,1870,Minnesota,270,Houston,HOUSTON,Houston,14926,10,0,0
G2700590,1870,Minnesota,270,Isanti,ISANTI,Isanti,2035,0,0,0
G2700610,1870,Minnesota,270,Itasca,ITASCA,Itasca,78,0,0,18
G2700630,1870,Minnesota,270,Jackson,JACKSON,Jackson,1823,2,0,0
G2700650,1870,Minnesota,270,Kanabec,KANABEC,Kanabec,93,0,0,0
G2700670,1870,Minnesota,270,Kandiyohi,KANDIYOHI,Kandiyohi,1760,0,0,0
G2700735,1870,Minnesota,270,Lac Qui Parle (old),LAC QUI PARLE (OLD),Lac Qui Parle (Old),145,0,0,0
G2700750,1870,Minnesota,270,Lake,LAKE,Lake,134,0,0,1
G2700790,1870,Minnesota,270,Le Sueur,LE SUEUR,Le Sueur,11590,5,0,12
G2700810,1870,Minnesota,270,Lincoln,LINCOLN,Lincoln,,,,
G2700850,1870,Minnesota,270,McLeod,MCLEOD,Mcleod,5643,0,0,0
G2700910,1870,Minnesota,270,Martin,MARTIN,Martin,3867,0,0,0
G2700930,1870,Minnesota,270,Meeker,MEEKER,Meeker,6088,2,0,0
G2700950,1870,Minnesota,270,Mille Lacs,MILLE LACS,Mille Lacs,1107,2,0,0
G2700955,1870,Minnesota,270,Monongalia,MONONGALIA,Monongalia,3161,0,0,0
G2700970,1870,Minnesota,270,Morrison,MORRISON,Morrison,1681,0,0,0
G2700990,1870,Minnesota,270,Mower,MOWER,Mower,10447,0,0,0
G2701010,1870,Minnesota,270,Murray,MURRAY,Murray,209,0,0,0
G2701030,1870,Minnesota,270,Nicollet,NICOLLET,Nicollet,8327,4,0,31
G2701050,1870,Minnesota,270,Nobles,NOBLES,Nobles,117,0,0,0
G2701090,1870,Minnesota,270,Olmsted,OLMSTED,Olmsted,19766,27,0,0
G2701110,1870,Minnesota,270,Otter Tail,OTTER TAIL,Otter Tail,1966,0,0,2
G2701115,1870,Minnesota,270,Pembina,PEMBINA,Pembina,64,0,0,0
G2701150,1870,Minnesota,270,Pine,PINE,Pine,645,2,0,1
G2701190,1870,Minnesota,270,Polk,POLK,Polk,0,0,0,0
G2701210,1870,Minnesota,270,Pope,POPE,Pope,2690,1,0,0
G2701230,1870,Minnesota,270,Ramsey,RAMSEY,Ramsey,22886,198,0,1
G2701270,1870,Minnesota,270,Redwood,REDWOOD,Redwood,1826,1,0,2
G2701290,1870,Minnesota,270,Renville,RENVILLE,Renville,3219,0,0,0
G2701310,1870,Minnesota,270,Rice,RICE,Rice,16025,19,0,39
G2701330,1870,Minnesota,270,Rock,ROCK,Rock,138,0,0,0
G2701370,1870,Minnesota,270,St Louis,ST LOUIS,St Louis,4529,22,0,10
G2701390,1870,Minnesota,270,Scott,SCOTT,Scott,11024,8,0,10
G2701410,1870,Minnesota,270,Sherburne,SHERBURNE,Sherburne,2050,0,0,0
G2701430,1870,Minnesota,270,Sibley,SIBLEY,Sibley,6724,1,0,0
G2701450,1870,Minnesota,270,Stearns,STEARNS,Stearns,14201,5,0,0
G2701470,1870,Minnesota,270,Steele,STEELE,Steele,8258,13,0,0
G2701490,1870,Minnesota,270,Stevens,STEVENS,Stevens,161,0,0,13
G2701530,1870,Minnesota,270,Todd,TODD,Todd,2035,1,0,0
G2701550,1870,Minnesota,270,Traverse,TRAVERSE,Traverse,5,0,0,8
G2701570,1870,Minnesota,270,Wabasha,WABASHA,Wabasha,15836,23,0,0
G2701590,1870,Minnesota,270,Wadena,WADENA,Wadena,5,1,0,0
G2701610,1870,Minnesota,270,Waseca,WASECA,Waseca,7852,2,0,0
G2701630,1870,Minnesota,270,Washington,WASHINGTON,Washington,11775,21,0,13
G2701650,1870,Minnesota,270,Watonwan,WATONWAN,Watonwan,2426,0,0,0
G2701670,1870,Minnesota,270,Wilkin,WILKIN,Wilkin,295,0,0,0
G2701690,1870,Minnesota,270,Winona,WINONA,Winona,22269,50,0,0
G2701710,1870,Minnesota,270,Wright,WRIGHT,Wright,9457,0,0,0
G2800010,1870,Mississippi,280,Adams,ADAMS,Adams,4797,14287,0,0
G2800030,1870,Mississippi,280,Alcorn,ALCORN,Alcorn,7663,2768,0,0
G2800050,1870,Mississippi,280,Amite,AMITE,Amite,4196,6777,0,0
G2800070,1870,Mississippi,280,Attala,ATTALA,Attala,8828,5948,0,0
G2800110,1870,Mississippi,280,Bolivar,BOLIVAR,Bolivar,1900,7816,16,0
G2800130,1870,Mississippi,280,Calhoun,CALHOUN,Calhoun,8561,2000,0,0
