GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,COUNTYA,AREANAME,total_population,total_white,free_black,total_slave
G2200070,1850,Louisiana,220,Assumption,ASSUMPTION,70,Assumption,10538,5170,27,5341
G2200090,1850,Louisiana,220,Avoyelles,AVOYELLES,90,Avoyelles,9326,4059,106,5161
G2200130,1850,Louisiana,220,Bienville,BIENVILLE,130,Bienville,5539,3623,21,1895
G2200150,1850,Louisiana,220,Bossier,BOSSIER,150,Bossier,6962,2507,0,4455
G2200170,1850,Louisiana,220,Caddo,CADDO,170,Caddo,8884,3634,42,5208
G2200190,1850,Louisiana,220,Calcasieu,CALCASIEU,190,Calcasieu,3914,2718,239,957
G2200210,1850,Louisiana,220,Caldwell,CALDWELL,210,Caldwell,2815,1584,0,1231
G2200235,1850,Louisiana,220,Carroll,CARROLL,235,Carroll,8789,2336,10,6443
G2200250,1850,Louisiana,220,Catahoula,CATAHOULA,250,Catahoula,7132,3585,19,3528
G2200270,1850,Louisiana,220,Claiborne,CLAIBORNE,270,Claiborne,7471,4949,0,2522
G2200290,1850,Louisiana,220,Concordia,CONCORDIA,290,Concordia,7758,823,1,6934
G2200310,1850,Louisiana,220,De Soto,DE SOTO,310,De Soto,8023,3549,24,4450
G2200330,1850,Louisiana,220,East Baton Rouge,EAST BATON ROUGE,330,East Baton Rouge,11977,5347,279,6351
G2200370,1850,Louisiana,220,East Feliciana,EAST FELICIANA,370,East Feliciana,13598,4060,24,9514
G2200410,1850,Louisiana,220,Franklin,FRANKLIN,410,Franklin,3251,1664,14,1573
G2200470,1850,Louisiana,220,Iberville,IBERVILLE,470,Iberville,12278,3568,104,8606
G2200490,1850,Louisiana,220,Jackson,JACKSON,490,Jackson,5566,3406,2,2158
G2200510,1850,Louisiana,220,Jefferson,JEFFERSON,510,Jefferson,25093,18046,851,6196
G2200550,1850,Louisiana,220,Lafayette,LAFAYETTE,550,Lafayette,6720,3390,160,3170
G2200570,1850,Louisiana,220,Lafourche,LAFOURCHE,570,Lafourche,9532,5142,22,4368
G2200630,1850,Louisiana,220,Livingston,LIVINGSTON,630,Livingston,3385,2524,19,842
G2200650,1850,Louisiana,220,Madison,MADISON,650,Madison,8773,1416,4,7353
G2200670,1850,Louisiana,220,Morehouse,MOREHOUSE,670,Morehouse,3913,1877,30,2006
G2200690,1850,Louisiana,220,Natchitoches,NATCHITOCHES,690,Natchitoches,14228,5466,881,7881
G2200710,1850,Louisiana,220,Orleans,ORLEANS,710,Orleans,119460,91431,9961,18068
G2200730,1850,Louisiana,220,Ouachita,OUACHITA,730,Ouachita,5008,2292,8,2708
G2200750,1850,Louisiana,220,Plaquemines,PLAQUEMINES,750,Plaquemines,7390,2221,390,4779
G2200770,1850,Louisiana,220,Pointe Coupee,POINTE COUPEE,770,Pointe Coupee,11339,2968,560,7811
G2200790,1850,Louisiana,220,Rapides,RAPIDES,790,Rapides,16561,5037,184,11340
G2200850,1850,Louisiana,220,Sabine,SABINE,850,Sabine,4515,3347,0,1168
G2200870,1850,Louisiana,220,St Bernard,ST BERNARD,870,St Bernard,3802,1406,73,2323
G2200890,1850,Louisiana,220,St Charles,ST CHARLES,890,St Charles,5120,867,121,4132
G2200910,1850,Louisiana,220,St Helena,ST HELENA,910,St Helena,4561,2354,11,2196
G2200930,1850,Louisiana,220,St James,ST JAMES,930,St James,11098,3285,62,7751
G2200950,1850,Louisiana,220,St John The Baptist,ST JOHN THE BAPTIST,950,St John The Baptist,7317,2586,191,4540
G2200970,1850,Louisiana,220,St Landry,ST LANDRY,970,St Landry,22253,10140,1242,10871
G2200990,1850,Louisiana,220,St Martin,ST MARTIN,990,St Martin,11761,4743,529,6489
G2201010,1850,Louisiana,220,St Mary,ST MARY,1010,St Mary,13697,3423,424,9850
G2201030,1850,Louisiana,220,St Tammany,ST TAMMANY,1030,St Tammany,6364,3642,359,2363
G2201070,1850,Louisiana,220,Tensas,TENSAS,1070,Tensas,9040,900,2,8138
G2201090,1850,Louisiana,220,Terrebonne,TERREBONNE,1090,Terrebonne,7724,3305,91,4328
G2201110,1850,Louisiana,220,Union,UNION,1110,Union,8203,4778,0,3425
G2201130,1850,Louisiana,220,Vermilion,VERMILION,1130,Vermillion,3409,2328,14,1067
G2201170,1850,Louisiana,220,Washington,WASHINGTON,1170,Washington,3408,2367,4,1037
G2201210,1850,Louisiana,220,West Baton Rouge,WEST BATON ROUGE,1210,West Baton Rouge,6270,1815,105,4350
G2201250,1850,Louisiana,220,West Feliciana,WEST FELICIANA,1250,West Feliciana,13245,2473,106,10666
G2300030,1850,Maine,230,Aroostook,AROOSTOOK,30,Aroostook,12529,12523,6,0
G2300050,1850,Maine,230,Cumberland,CUMBERLAND,50,Cumberland,79538,78939,599,0
G2300070,1850,Maine,230,Franklin,FRANKLIN,70,Franklin,20027,20008,19,0
G2300090,1850,Maine,230,Hancock,HANCOCK,90,Hancock,34372,34343,29,0
G2300110,1850,Maine,230,Kennebec,KENNEBEC,110,Kennebec,62521,62382,139,0
G2300150,1850,Maine,230,Lincoln,LINCOLN,150,Lincoln,74875,74603,272,0
G2300170,1850,Maine,230,Oxford,OXFORD,170,Oxford,39763,39758,5,0
G2300190,1850,Maine,230,Penobscot,PENOBSCOT,190,Penobscot,63089,63022,67,0
G2300210,1850,Maine,230,Piscataquis,PISCATAQUIS,210,Piscataquis,14735,14732,3,0
G2300250,1850,Maine,230,Somerset,SOMERSET,250,Somerset,35581,35567,14,0
G2300270,1850,Maine,230,Waldo,WALDO,270,Waldo,47230,47191,39,0
G2300290,1850,Maine,230,Washington,WASHINGTON,290,Washington,38811,38683,128,0
G2300310,1850,Maine,230,York,YORK,310,York,60098,60062,36,0
G2400010,1850,Maryland,240,Allegany,ALLEGANY,10,Allegany,22769,21633,412,724
G2400030,1850,Maryland,240,Anne Arundel,ANNE ARUNDEL,30,Anne Arundel,32393,16542,4602,11249
G2400050,1850,Maryland,240,Baltimore,BALTIMORE,50,Baltimore,210646,174853,29075,6718
G2400090,1850,Maryland,240,Calvert,CALVERT,90,Calvert,9646,3630,1530,4486
G2400110,1850,Maryland,240,Caroline,CAROLINE,110,Caroline,9692,6096,2788,808
G2400130,1850,Maryland,240,Carroll,CARROLL,130,Carroll,20616,18667,974,975
G2400150,1850,Maryland,240,Cecil,CECIL,150,Cecil,18939,15472,2623,844
G2400170,1850,Maryland,240,Charles,CHARLES,170,Charles,16162,5665,913,9584
G2400190,1850,Maryland,240,Dorchester,DORCHESTER,190,Dorchester,18877,10747,3848,4282
G2400210,1850,Maryland,240,Frederick,FREDERICK,210,Frederick,40987,33314,3760,3913
G2400250,1850,Maryland,240,Harford,HARFORD,250,Harford,19356,14413,2777,2166
G2400290,1850,Maryland,240,Kent,KENT,290,Kent,11386,5616,3143,2627
G2400310,1850,Maryland,240,Montgomery,MONTGOMERY,310,Montgomery,15860,9435,1311,5114
G2400330,1850,Maryland,240,Prince Georges,PRINCE GEORGES,330,Prince Georges,21549,8901,1138,11510
G2400350,1850,Maryland,240,Queen Anne's,QUEEN ANNE'S,350,Queen Anne's,14484,6936,3278,4270
G2400370,1850,Maryland,240,St Mary's,ST MARY'S,370,St Mary's,13698,6223,1633,5842
G2400390,1850,Maryland,240,Somerset,SOMERSET,390,Somerset,22456,13385,3483,5588
G2400410,1850,Maryland,240,Talbot,TALBOT,410,Talbot,13811,7084,2593,4134
G2400430,1850,Maryland,240,Washington,WASHINGTON,430,Washington,30848,26930,1828,2090
G2400470,1850,Maryland,240,Worcester,WORCESTER,470,Worcester,18859,12401,3014,3444
G2500010,1850,Massachusetts,250,Barnstable,BARNSTABLE,10,Barnstable,35276,35153,123,0
G2500030,1850,Massachusetts,250,Berkshire,BERKSHIRE,30,Berkshire,49591,48258,1333,0
G2500050,1850,Massachusetts,250,Bristol,BRISTOL,50,Bristol,76192,74659,1533,0
G2500070,1850,Massachusetts,250,Dukes,DUKES,70,Dukes,4540,4487,53,0
G2500090,1850,Massachusetts,250,Essex,ESSEX,90,Essex,131300,130682,618,0
G2500110,1850,Massachusetts,250,Franklin,FRANKLIN,110,Franklin,30870,30779,91,0
G2500130,1850,Massachusetts,250,Hampden,HAMPDEN,130,Hampden,51283,50780,503,0
G2500150,1850,Massachusetts,250,Hampshire,HAMPSHIRE,150,Hampshire,35732,35403,329,0
G2500170,1850,Massachusetts,250,Middlesex,MIDDLESEX,170,Middlesex,161383,160676,707,0
G2500190,1850,Massachusetts,250,Nantucket,NANTUCKET,190,Nantucket,8452,8058,394,0
G2500210,1850,Massachusetts,250,Norfolk,NORFOLK,210,Norfolk,78892,78643,249,0
G2500230,1850,Massachusetts,250,Plymouth,PLYMOUTH,230,Plymouth,55697,55241,456,0
G2500250,1850,Massachusetts,250,Suffolk,SUFFOLK,250,Suffolk,144517,142479,2038,0
G2500270,1850,Massachusetts,250,Worcester,WORCESTER,270,Worcester,130789,130152,637,0
G2600050,1850,Michigan,260,Allegan,ALLEGAN,50,Allegan,5125,5120,5,0
G2600150,1850,Michigan,260,Barry,BARRY,150,Barry,5072,5033,39,0
G2600210,1850,Michigan,260,Berrien,BERRIEN,210,Berrien,11417,11178,239,0
G2600230,1850,Michigan,260,Branch,BRANCH,230,Branch,12472,12456,16,0
G2600250,1850,Michigan,260,Calhoun,CALHOUN,250,Calhoun,19162,18955,207,0
G2600270,1850,Michigan,260,Cass,CASS,270,Cass,10907,10518,389,0
G2600330,1850,Michigan,260,Chippewa,CHIPPEWA,330,Chippewa,898,890,8,0
G2600370,1850,Michigan,260,Clinton,CLINTON,370,Clinton,5102,5100,2,0
G2600450,1850,Michigan,260,Eaton,EATON,450,Eaton,7058,7055,3,0
G2600490,1850,Michigan,260,Genesee,GENESEE,490,Genesee,12031,12003,28,0
G2600590,1850,Michigan,260,Hillsdale,HILLSDALE,590,Hillsdale,16159,16153,6,0
G2600610,1850,Michigan,260,Houghton,HOUGHTON,610,Houghton,708,707,1,0
G2600630,1850,Michigan,260,Huron,HURON,630,Huron,210,210,0,0
G2600650,1850,Michigan,260,Ingham,INGHAM,650,Ingham,8631,8606,25,0
G2600670,1850,Michigan,260,Ionia,IONIA,670,Ionia,7597,7589,8,0
G2600750,1850,Michigan,260,Jackson,JACKSON,750,Jackson,19431,19346,85,0
G2600770,1850,Michigan,260,Kalamazoo,KALAMAZOO,770,Kalamazoo,13179,13080,99,0
G2600810,1850,Michigan,260,Kent,KENT,810,Kent,12016,11982,34,0
G2600870,1850,Michigan,260,Lapeer,LAPEER,870,Lapeer,7029,7007,22,0
G2600910,1850,Michigan,260,Lenawee,LENAWEE,910,Lenawee,26372,26280,92,0
G2600930,1850,Michigan,260,Livingston,LIVINGSTON,930,Livingston,13485,13481,4,0
G2600990,1850,Michigan,260,Macomb,MACOMB,990,Macomb,15530,15501,29,0
G2601030,1850,Michigan,260,Marquette,MARQUETTE,1030,Marquette,136,136,0,0
G2601050,1850,Michigan,260,Mason,MASON,1050,Mason,93,93,0,0
G2601095,1850,Michigan,260,Michilimackinac,MICHILIMACKINAC,1095,Michilimackinac,3598,3561,37,0
G2601110,1850,Michigan,260,Midland,MIDLAND,1110,Midland,65,64,1,0
G2601150,1850,Michigan,260,Monroe,MONROE,1150,Monroe,14698,14642,56,0
G2601170,1850,Michigan,260,Montcalm,MONTCALM,1170,Montcalm,891,891,0,0
G2601230,1850,Michigan,260,Newaygo,NEWAYGO,1230,Newaygo,510,509,1,0
G2601250,1850,Michigan,260,Oakland,OAKLAND,1250,Oakland,31270,31206,64,0
G2601270,1850,Michigan,260,Oceana,OCEANA,1270,Oceana,300,281,19,0
G2601310,1850,Michigan,260,Ontonagon,ONTONAGON,1310,Ontonagon,389,383,6,0
G2601390,1850,Michigan,260,Ottawa,OTTAWA,1390,Ottawa,5587,5548,39,0
G2601450,1850,Michigan,260,Saginaw,SAGINAW,1450,Saginaw,2609,2609,0,0
G2601470,1850,Michigan,260,St Clair,ST CLAIR,1470,St Clair,10420,10396,24,0
G2601490,1850,Michigan,260,St Joseph,ST JOSEPH,1490,St Joseph,12725,12699,26,0
G2601510,1850,Michigan,260,Sanilac,SANILAC,1510,Sanilac,2112,2112,0,0
G2601530,1850,Michigan,260,Schoolcraft,SCHOOLCRAFT,1530,Schoolcraft,16,16,0,0
G2601550,1850,Michigan,260,Shiawassee,SHIAWASSEE,1550,Shiawassee,5230,5230,0,0
G2601570,1850,Michigan,260,Tuscola,TUSCOLA,1570,Tuscola,291,291,0,0
G2601590,1850,Michigan,260,Van Buren,VAN BUREN,1590,Van Buren,5800,5786,14,0
G2601610,1850,Michigan,260,Washtenaw,WASHTENAW,1610,Washtenaw,28567,28336,231,0
G2601630,1850,Michigan,260,Wayne,WAYNE,1630,Wayne,42756,42032,724,0
G2750015,1850,Minnesota Territory,275,Benton,BENTON,15,Benton,418,416,2,0
G2750035,1850,Minnesota Territory,275,Dakotah,DAKOTAH,35,Dakotah,584,582,2,0
G2750055,1850,Minnesota Territory,275,Itasca,ITASCA,55,Itasca,97,97,0,0
G2750075,1850,Minnesota Territory,275,Mankahta,MANKAHTA,75,Mankahta,158,158,0,0
G2750095,1850,Minnesota Territory,275,Pembina,PEMBINA,95,Pembina,1134,1134,0,0
G2750115,1850,Minnesota Territory,275,Ramsey,RAMSEY,115,Ramsey,2227,2197,30,0
G2750135,1850,Minnesota Territory,275,Wabasha,WABASHA,135,Wabasha,243,242,1,0
G2750155,1850,Minnesota Territory,275,Wahnahta,WAHNAHTA,155,Wahnahta,160,160,0,0
G2750165,1850,Minnesota Territory,275,Wahnahta-Mankahta [multi-county reporting area],WAHNAHTA-MANKAHTA [MULTI-COUNTY REPORTING AREA],165,Wahnahta-Mankahta (multi-county reporting area),,,,
G2750175,1850,Minnesota Territory,275,Washington,WASHINGTON,175,Washington,1056,1052,4,0
G2800010,1850,Mississippi,280,Adams,ADAMS,10,Adams,18601,3948,258,14395
G2800050,1850,Mississippi,280,Amite,AMITE,50,Amite,9694,3641,3,6050
G2800070,1850,Mississippi,280,Attala,ATTALA,70,Attala,10991,7571,8,3412
G2800110,1850,Mississippi,280,Bolivar,BOLIVAR,110,Bolivar,2577,395,2,2180
G2800150,1850,Mississippi,280,Carroll,CARROLL,150,Carroll,18491,8653,26,9812
G2800170,1850,Mississippi,280,Chickasaw,CHICKASAW,170,Chickasaw,16369,9887,2,6480
G2800190,1850,Mississippi,280,Choctaw,CHOCTAW,190,Choctaw,11402,8420,4,2978
G2800210,1850,Mississippi,280,Claiborne,CLAIBORNE,210,Claiborne,14941,3449,42,11450
G2800230,1850,Mississippi,280,Clarke,CLARKE,230,Clarke,5477,3823,6,1648
G2800270,1850,Mississippi,280,Coahoma,COAHOMA,270,Coahoma,2780,1387,2,1391
G2800290,1850,Mississippi,280,Copiah,COPIAH,290,Copiah,11794,6303,11,5480
G2800310,1850,Mississippi,280,Covington,COVINGTON,310,Covington,3338,2222,2,1114
G2800330,1850,Mississippi,280,DeSoto,DESOTO,330,De Soto,19042,9487,2,9553
G2800370,1850,Mississippi,280,Franklin,FRANKLIN,370,Franklin,5904,2540,14,3350
G2800410,1850,Mississippi,280,Greene,GREENE,410,Greene,2018,1379,1,638
G2800450,1850,Mississippi,280,Hancock,HANCOCK,450,Hancock,3672,2444,12,1216
G2800470,1850,Mississippi,280,Harrison,HARRISON,470,Harrison,4875,3378,56,1441
G2800490,1850,Mississippi,280,Hinds,HINDS,490,Hinds,25340,8690,25,16625
G2800510,1850,Mississippi,280,Holmes,HOLMES,510,Holmes,13928,5547,4,8377
G2800550,1850,Mississippi,280,Issaquena,ISSAQUENA,550,Issaquena,4478,366,7,4105
G2800570,1850,Mississippi,280,Itawamba,ITAWAMBA,570,Itawamba,13528,11395,6,2127
G2800590,1850,Mississippi,280,Jackson,JACKSON,590,Jackson,3196,2266,105,825
G2800610,1850,Mississippi,280,Jasper,JASPER,610,Jasper,6184,4293,4,1887
G2800630,1850,Mississippi,280,Jefferson,JEFFERSON,630,Jefferson,13193,2634,66,10493
G2800670,1850,Mississippi,280,Jones,JONES,670,Jones,2164,1887,3,274
G2800690,1850,Mississippi,280,Kemper,KEMPER,690,Kemper,12517,7138,1,5378
G2800710,1850,Mississippi,280,Lafayette,LAFAYETTE,710,Lafayette,14069,8346,4,5719
G2800750,1850,Mississippi,280,Lauderdale,LAUDERDALE,750,Lauderdale,8717,6052,4,2661
G2800770,1850,Mississippi,280,Lawrence,LAWRENCE,770,Lawrence,6478,3549,0,2929
G2800790,1850,Mississippi,280,Leake,LEAKE,790,Leake,5533,3982,2,1549
G2800870,1850,Mississippi,280,Lowndes,LOWNDES,870,Lowndes,19544,6523,28,12993
G2800890,1850,Mississippi,280,Madison,MADISON,890,Madison,18173,4328,2,13843
G2800910,1850,Mississippi,280,Marion,MARION,910,Marion,4410,2215,0,2195
G2800930,1850,Mississippi,280,Marshall,MARSHALL,930,Marshall,29689,14271,1,15417
G2800950,1850,Mississippi,280,Monroe,MONROE,950,Monroe,21172,9418,37,11717
G2800990,1850,Mississippi,280,Neshoba,NESHOBA,990,Neshoba,4728,3393,0,1335
G2801010,1850,Mississippi,280,Newton,NEWTON,1010,Newton,4465,3432,1,1032
G2801030,1850,Mississippi,280,Noxubee,NOXUBEE,1030,Noxubee,16299,4976,0,11323
G2801050,1850,Mississippi,280,Oktibbeha,OKTIBBEHA,1050,Oktibbeha,9171,4309,18,4844
G2801070,1850,Mississippi,280,Panola,PANOLA,1070,Panola,11444,5021,3,6420
G2801110,1850,Mississippi,280,Perry,PERRY,1110,Perry,2438,1679,10,749
G2801130,1850,Mississippi,280,Pike,PIKE,1130,Pike,7360,4225,33,3102
G2801150,1850,Mississippi,280,Pontotoc,PONTOTOC,1150,Pontotoc,17112,12136,8,4968
G2801210,1850,Mississippi,280,Rankin,RANKIN,1210,Rankin,7227,3940,11,3276
G2801230,1850,Mississippi,280,Scott,SCOTT,1230,Scott,3961,2778,1,1182
G2801270,1850,Mississippi,280,Simpson,SIMPSON,1270,Simpson,4734,3190,3,1541
G2801290,1850,Mississippi,280,Smith,SMITH,1290,Smith,4071,3073,0,998
G2801330,1850,Mississippi,280,Sunflower,SUNFLOWER,1330,Sunflower,1102,348,0,754
G2801350,1850,Mississippi,280,Tallahatchie,TALLAHATCHIE,1350,Tallahatchie,4643,2096,0,2547
G2801390,1850,Mississippi,280,Tippah,TIPPAH,1390,Tippah,20741,15807,6,4928
G2801410,1850,Mississippi,280,Tishomingo,TISHOMINGO,1410,Tishomingo,15490,13528,1,1961
G2801430,1850,Mississippi,280,Tunica,TUNICA,1430,Tunica,1314,396,1,917
G2801490,1850,Mississippi,280,Warren,WARREN,1490,Warren,18120,5996,28,12096
G2801510,1850,Mississippi,280,Washington,WASHINGTON,1510,Washington,8389,546,7,7836
G2801530,1850,Mississippi,280,Wayne,WAYNE,1530,Wayne,2892,1499,0,1393
G2801570,1850,Mississippi,280,Wilkinson,WILKINSON,1570,Wilkinson,16914,3624,30,13260
G2801590,1850,Mississippi,280,Winston,WINSTON,1590,Winston,7956,5178,10,2768
G2801610,1850,Mississippi,280,Yalobusha,YALOBUSHA,1610,Yalobusha,17258,8652,9,8597
G2801630,1850,Mississippi,280,Yazoo,YAZOO,1630,Yazoo,14418,4069,0,10349
G2900010,1850,Missouri,290,Adair,ADAIR,10,Adair,2342,2283,8,51
G2900030,1850,Missouri,290,Andrew,ANDREW,30,Andrew,9433,8757,14,662
G2900050,1850,Missouri,290,Atchison,ATCHISON,50,Atchison,1678,1641,7,30
G2900070,1850,Missouri,290,Audrain,AUDRAIN,70,Audrain,3506,3048,1,457
G2900090,1850,Missouri,290,Barry,BARRY,90,Barry,3467,3317,0,150
G2900130,1850,Missouri,290,Bates,BATES,130,Bates,3669,3520,8,141
G2900150,1850,Missouri,290,Benton,BENTON,150,Benton,5015,4547,8,460
G2900190,1850,Missouri,290,Boone,BOONE,190,Boone,14979,11300,13,3666
G2900210,1850,Missouri,290,Buchanan,BUCHANAN,210,Buchanan,12975,12072,1,902
G2900230,1850,Missouri,290,Butler,BUTLER,230,Butler,1616,1563,0,53
G2900250,1850,Missouri,290,Caldwell,CALDWELL,250,Caldwell,2316,2176,4,136
G2900270,1850,Missouri,290,Callaway,CALLAWAY,270,Callaway,13827,9895,25,3907
G2900290,1850,Missouri,290,Camden,CAMDEN,290,Camden,2338,2208,0,130
G2900310,1850,Missouri,290,Cape Girardeau,CAPE GIRARDEAU,310,Cape Girardeau,13912,12203,35,1674
G2900330,1850,Missouri,290,Carroll,CARROLL,330,Carroll,5441,4812,8,621
G2900370,1850,Missouri,290,Cass,CASS,370,Cass,6090,5610,2,478
G2900390,1850,Missouri,290,Cedar,CEDAR,390,Cedar,3361,3278,1,82
G2900410,1850,Missouri,290,Chariton,CHARITON,410,Chariton,7514,5685,51,1778
G2900450,1850,Missouri,290,Clark,CLARK,450,Clark,5527,5013,10,504
G2900470,1850,Missouri,290,Clay,CLAY,470,Clay,10332,7585,5,2742
G2900490,1850,Missouri,290,Clinton,CLINTON,490,Clinton,3786,3346,1,439
G2900510,1850,Missouri,290,Cole,COLE,510,Cole,6696,5699,18,979
G2900530,1850,Missouri,290,Cooper,COOPER,530,Cooper,12950,9837,22,3091
G2900550,1850,Missouri,290,Crawford,CRAWFORD,550,Crawford,6397,6112,0,285
G2900570,1850,Missouri,290,Dade,DADE,570,Dade,4246,3971,6,269
G2900590,1850,Missouri,290,Dallas,DALLAS,590,Dallas,3648,3552,8,88
G2900610,1850,Missouri,290,Daviess,DAVIESS,610,Daviess,5298,5056,1,241
G2900630,1850,Missouri,290,DeKalb,DEKALB,630,De Kalb,2075,2010,0,65
G2900655,1850,Missouri,290,Dodge,DODGE,655,Dodge,375,373,0,2
G2900690,1850,Missouri,290,Dunklin,DUNKLIN,690,Dunklin,1229,1205,11,13
G2900710,1850,Missouri,290,Franklin,FRANKLIN,710,Franklin,11021,9542,20,1459
G2900730,1850,Missouri,290,Gasconade,GASCONADE,730,Gasconade,4996,4884,0,112
G2900750,1850,Missouri,290,Gentry,GENTRY,750,Gentry,4248,4195,3,50
G2900770,1850,Missouri,290,Greene,GREENE,770,Greene,12785,11548,7,1230
G2900790,1850,Missouri,290,Grundy,GRUNDY,790,Grundy,3006,2856,1,149
G2900810,1850,Missouri,290,Harrison,HARRISON,810,Harrison,2447,2434,0,13
G2900830,1850,Missouri,290,Henry,HENRY,830,Henry,4052,3377,3,672
G2900850,1850,Missouri,290,Hickory,HICKORY,850,Hickory,2329,2143,1,185
G2900870,1850,Missouri,290,Holt,HOLT,870,Holt,3957,3827,3,127
G2900890,1850,Missouri,290,Howard,HOWARD,890,Howard,13969,9039,40,4890
G2900950,1850,Missouri,290,Jackson,JACKSON,950,Jackson,14000,10990,41,2969
G2900970,1850,Missouri,290,Jasper,JASPER,970,Jasper,4223,4009,1,213
G2900990,1850,Missouri,290,Jefferson,JEFFERSON,990,Jefferson,6928,6407,9,512
G2901010,1850,Missouri,290,Johnson,JOHNSON,1010,Johnson,7464,6573,12,879
G2901030,1850,Missouri,290,Knox,KNOX,1030,Knox,2894,2626,2,266
G2901050,1850,Missouri,290,Laclede,LACLEDE,1050,Laclede,2498,2357,1,140
G2901070,1850,Missouri,290,Lafayette,LAFAYETTE,1070,Lafayette,13690,9005,70,4615
G2901090,1850,Missouri,290,Lawrence,LAWRENCE,1090,Lawrence,4859,4608,3,248
G2901110,1850,Missouri,290,Lewis,LEWIS,1110,Lewis,6578,5357,15,1206
G2901130,1850,Missouri,290,Lincoln,LINCOLN,1130,Lincoln,9421,7389,5,2027
G2901150,1850,Missouri,290,Linn,LINN,1150,Linn,4058,3679,2,377
G2901170,1850,Missouri,290,Livingston,LIVINGSTON,1170,Livingston,4247,3933,6,308
G2901190,1850,Missouri,290,McDonald,MCDONALD,1190,Mcdonald,2236,2132,21,83
G2901210,1850,Missouri,290,Macon,MACON,1210,Macon,6565,6262,0,303
G2901230,1850,Missouri,290,Madison,MADISON,1230,Madison,6003,5278,29,696
G2901270,1850,Missouri,290,Marion,MARION,1270,Marion,12230,9322,76,2832
G2901290,1850,Missouri,290,Mercer,MERCER,1290,Mercer,2691,2671,6,14
G2901310,1850,Missouri,290,Miller,MILLER,1310,Miller,3834,3645,0,189
G2901330,1850,Missouri,290,Mississippi,MISSISSIPPI,1330,Mississippi,3123,2373,4,746
G2901350,1850,Missouri,290,Moniteau,MONITEAU,1350,Moniteau,6004,5434,4,566
G2901370,1850,Missouri,290,Monroe,MONROE,1370,Monroe,10541,8461,32,2048
G2901390,1850,Missouri,290,Montgomery,MONTGOMERY,1390,Montgomery,5489,4449,3,1037
G2901410,1850,Missouri,290,Morgan,MORGAN,1410,Morgan,4650,4192,5,453
G2901430,1850,Missouri,290,New Madrid,NEW MADRID,1430,New Madrid,5541,4053,7,1481
G2901450,1850,Missouri,290,Newton,NEWTON,1450,Newton,4268,4012,15,241
G2901470,1850,Missouri,290,Nodaway,NODAWAY,1470,Nodaway,2118,2048,0,70
G2901490,1850,Missouri,290,Oregon,OREGON,1490,Oregon,1432,1392,22,18
G2901510,1850,Missouri,290,Osage,OSAGE,1510,Osage,6704,6434,0,270
G2901530,1850,Missouri,290,Ozark,OZARK,1530,Ozark,2294,2279,0,15
G2901570,1850,Missouri,290,Perry,PERRY,1570,Perry,7215,6395,26,794
G2901590,1850,Missouri,290,Pettis,PETTIS,1590,Pettis,5150,4261,5,884
G2901630,1850,Missouri,290,Pike,PIKE,1630,Pike,13609,10299,35,3275
G2901650,1850,Missouri,290,Platte,PLATTE,1650,Platte,16845,13996,51,2798
G2901670,1850,Missouri,290,Polk,POLK,1670,Polk,6186,5804,13,369
G2901690,1850,Missouri,290,Pulaski,PULASKI,1690,Pulaski,3998,3885,0,113
G2901710,1850,Missouri,290,Putnam,PUTNAM,1710,Putnam,1636,1617,0,19
G2901730,1850,Missouri,290,Ralls,RALLS,1730,Ralls,6151,4775,8,1368
G2901750,1850,Missouri,290,Randolph,RANDOLPH,1750,Randolph,9439,7262,21,2156
G2901770,1850,Missouri,290,Ray,RAY,1770,Ray,10373,8833,26,1514
G2901790,1850,Missouri,290,Reynolds,REYNOLDS,1790,Reynolds,1849,1824,0,25
G2901810,1850,Missouri,290,Ripley,RIPLEY,1810,Ripley,2830,2731,13,86
G2901830,1850,Missouri,290,St Charles,ST CHARLES,1830,St Charles,11454,9492,13,1949
G2901850,1850,Missouri,290,St Clair,ST CLAIR,1850,St Clair,3556,3107,1,448
G2901860,1850,Missouri,290,Ste Genevieve,STE GENEVIEVE,1860,Ste Genevieve,5313,4636,61,616
G2901870,1850,Missouri,290,St Francois,ST FRANCOIS,1870,St Francois,4964,4233,51,680
G2901890,1850,Missouri,290,St Louis,ST LOUIS,1890,St Louis,104978,97541,1470,5967
G2901950,1850,Missouri,290,Saline,SALINE,1950,Saline,8843,6105,19,2719
G2901970,1850,Missouri,290,Schuyler,SCHUYLER,1970,Schuyler,3287,3230,2,55
G2901990,1850,Missouri,290,Scotland,SCOTLAND,1990,Scotland,3782,3631,0,151
G2902010,1850,Missouri,290,Scott,SCOTT,2010,Scott,3182,2773,16,393
G2902030,1850,Missouri,290,Shannon,SHANNON,2030,Shannon,1199,1190,0,9
G2902050,1850,Missouri,290,Shelby,SHELBY,2050,Shelby,4253,3744,11,498
G2902070,1850,Missouri,290,Stoddard,STODDARD,2070,Stoddard,4277,4221,6,50
G2902110,1850,Missouri,290,Sullivan,SULLIVAN,2110,Sullivan,2983,2895,0,88
G2902130,1850,Missouri,290,Taney,TANEY,2130,Taney,4373,4274,0,99
G2902150,1850,Missouri,290,Texas,TEXAS,2150,Texas,2312,2270,0,42
G2902190,1850,Missouri,290,Warren,WARREN,2190,Warren,5860,4921,4,935
